profit,poids,Items selectionne,Nombre generation,Nombre population,Nombre meilleur solution selectionne,Probabilite crossover,Probabilite mutation,Type population initiale, Temps execution
1005,994,"74,43,45,52,85,23,55",100,50,15,0.5,0.3,MEDIUM,0.5311613082885742
999,992,"100,83,84,85,89",100,50,15,0.5,0.3,LOW,0.5027015209197998
1002,991,"1,79,15,85,22,55,59,62",100,40,12,0.5,0.3,HIGH,0.560502290725708
1002,997,"2,6,15,22,32",100,40,12,0.5,0.3,MEDIUM,0.5046515464782715
1002,995,"45,79,62,96,63,32",100,30,9,0.5,0.3,HIGH,0.4856984615325928
1005,993,"45,79,52,85,57,30,32",100,40,12,0.5,0.3,LOW,0.5904207229614258
1008,997,"1,68,100,74,15,52,85,57,32",100,30,9,0.5,0.3,MEDIUM,0.5475373268127441
1002,997,"17,3,22,32",100,30,9,0.5,0.3,LOW,0.5076422691345215
1005,995,"74,43,15,82,52,22,57,96",100,20,6,0.5,0.3,HIGH,0.5126259326934814
996,988,"68,74,79,15,82,85,57",90,150,45,0.5,0.3,HIGH,0.2453441619873047
1008,992,"1,43,45,15,52,55,57,30",100,20,6,0.5,0.3,LOW,0.5435452461242676
1002,991,"73,45,79,15,83,52,85,92",100,20,6,0.5,0.3,MEDIUM,0.5684800148010254
1005,993,"1,6,71,74,45,15,79,82,57,32",90,150,45,0.5,0.3,MEDIUM,0.27046895027160645
1002,995,"71,73,82,85,55,92",100,10,3,0.5,0.3,HIGH,0.6295428276062012
1008,995,"1,74,43,79,15,52,30,32",90,150,45,0.5,0.3,LOW,0.22262930870056152
999,992,"10,79,82,83,52,85,32",100,10,3,0.5,0.3,MEDIUM,0.6479175090789795
1008,997,"1,43,12,15,57,63",100,10,3,0.5,0.3,LOW,0.5792381763458252
996,992,"43,79,85,93",90,140,42,0.5,0.3,MEDIUM,0.2661445140838623
1011,995,"1,71,74,45,15,82,52,22",90,140,42,0.5,0.3,LOW,0.25702333450317383
1008,996,"69,74,45,79,82,85",90,140,42,0.5,0.3,HIGH,0.3040916919708252
1002,997,"6,15,79,88,32,96",90,130,39,0.5,0.3,HIGH,0.26834893226623535
1005,995,"69,74,92,43,45,15,22,59",90,130,39,0.5,0.3,MEDIUM,0.32227015495300293
1011,996,"1,45,15,83,85,22,55,30,32",90,120,36,0.5,0.3,LOW,0.23482203483581543
1008,996,"15,52,85,87,57,59",90,130,39,0.5,0.3,LOW,0.3208446502685547
1005,997,"1,100,43,15,79,85,22,88",90,120,36,0.5,0.3,HIGH,0.3107767105102539
1002,997,"71,79,17,82,85,92,96",90,120,36,0.5,0.3,MEDIUM,0.3087127208709717
1002,991,"1,69,45,15,57,59,62",90,110,33,0.5,0.3,HIGH,0.33592891693115234
1005,994,"1,45,15,52,86,22,82",90,110,33,0.5,0.3,MEDIUM,0.33757829666137695
1002,992,"1,6,74,82,83,96,45,57",90,110,33,0.5,0.3,LOW,0.2776756286621094
996,988,"1,17,57",90,100,30,0.5,0.3,MEDIUM,0.3362691402435303
1005,993,"1,43,45,46,15,22,30,32",90,100,30,0.5,0.3,HIGH,0.3542613983154297
1011,997,"1,43,45,15,83,84,57,63",90,100,30,0.5,0.3,LOW,0.31931138038635254
1005,996,"1,68,6,15,22,59",90,90,27,0.5,0.3,HIGH,0.34424495697021484
1002,992,"1,34,43,45,15,85,30",90,90,27,0.5,0.3,MEDIUM,0.34425878524780273
1005,997,"69,45,14,15,79,57",90,90,27,0.5,0.3,LOW,0.3183286190032959
999,991,"68,71,74,79,15,83,57,96,32",90,80,24,0.5,0.3,HIGH,0.37816691398620605
1011,997,"1,74,45,79,15,83,85,87,32",90,80,24,0.5,0.3,MEDIUM,0.33199167251586914
999,989,"7,15,85,22,30",90,80,24,0.5,0.3,LOW,0.3829073905944824
1008,996,"40,74,43,45,15,22,57",90,70,21,0.5,0.3,HIGH,0.41382551193237305
999,992,"1,79,82,30,52,57,62",90,70,21,0.5,0.3,MEDIUM,0.39399075508117676
993,982,"1,71,43,15,82,85,22,57",90,70,21,0.5,0.3,LOW,0.35578370094299316
996,988,"71,73,12,45,15,82",90,60,18,0.5,0.3,HIGH,0.38865208625793457
1005,996,"1,6,73,74,15,79,52,57",90,60,18,0.5,0.3,MEDIUM,0.36329150199890137
1002,997,"1,69,6,85,53,57",90,60,18,0.5,0.3,LOW,0.38083314895629883
1005,995,"100,74,77,79,15,52,22,32",90,50,15,0.5,0.3,MEDIUM,0.3717648983001709
999,993,"6,45,79,82,85,57,93,32",90,50,15,0.5,0.3,HIGH,0.4297616481781006
993,979,"1,71,45,77,15,22,32",90,50,15,0.5,0.3,LOW,0.3927905559539795
1011,996,"74,45,15,83,52,85,22,57,30,32",90,40,12,0.5,0.3,HIGH,0.45159101486206055
1002,992,"68,45,82,52,30,85,57,32",90,40,12,0.5,0.3,MEDIUM,0.4427657127380371
1002,996,"98,71,74,15,82,55,92",90,40,12,0.5,0.3,LOW,0.46114516258239746
1005,995,"1,71,45,82,83,87",90,30,9,0.5,0.3,HIGH,0.4431614875793457
1002,997,"6,28,74,45,85,92",90,30,9,0.5,0.3,MEDIUM,0.37035584449768066
999,996,"51,75,79",90,30,9,0.5,0.3,LOW,0.4160783290863037
999,992,"71,15,80,82,85,57,59",90,20,6,0.5,0.3,HIGH,0.44096875190734863
1002,996,"1,90,30,79",90,20,6,0.5,0.3,MEDIUM,0.47487974166870117
1008,995,"1,68,74,85,55,32",80,150,45,0.5,0.3,HIGH,0.19946670532226562
1002,994,"2,71,77,45,79,15",90,20,6,0.5,0.3,LOW,0.46276259422302246
1005,992,"1,43,45,15,79,22,55,30",80,150,45,0.5,0.3,MEDIUM,0.1874995231628418
1002,996,"72,83,85,88",90,10,3,0.5,0.3,HIGH,0.3979356288909912
1005,997,"100,74,82,84,85,57",80,150,45,0.5,0.3,LOW,0.20545077323913574
1002,992,"1,15,82,85,93,96,43,45,57",80,140,42,0.5,0.3,LOW,0.13962554931640625
1005,997,"7,43,15,52,96,32",90,10,3,0.5,0.3,LOW,0.43483710289001465
999,994,"45,79,15,50,32",80,140,42,0.5,0.3,HIGH,0.20345711708068848
1002,993,"1,74,45,16,82,52",80,140,42,0.5,0.3,MEDIUM,0.20545101165771484
1005,992,"1,71,45,79,52,85,55,59,32",90,10,3,0.5,0.3,MEDIUM,0.5166165828704834
1002,994,"1,82,52,85,22,62,32",80,130,39,0.5,0.3,HIGH,0.2483353614807129
993,981,"69,71,74,79,15,83,84,85,32",80,130,39,0.5,0.3,LOW,0.1984691619873047
1008,992,"71,74,45,15,79,82,85,22,57,59",80,120,36,0.5,0.3,HIGH,0.20545053482055664
999,993,"43,15,79,51,59,96",80,130,39,0.5,0.3,MEDIUM,0.226395845413208
999,994,"37,74,79,85,22,30",80,120,36,0.5,0.3,MEDIUM,0.1765272617340088
1008,997,"79,82,83,85,45,52,55,63",80,120,36,0.5,0.3,LOW,0.24335002899169922
999,992,"10,43,74,77,79,15,85,57",80,110,33,0.5,0.3,HIGH,0.24650001525878906
1005,994,"71,43,45,22,30",80,110,33,0.5,0.3,MEDIUM,0.23561429977416992
999,993,"6,9,15,85,57,30",80,110,33,0.5,0.3,LOW,0.20369935035705566
1005,993,"1,7,43,15,79,85,22",80,100,30,0.5,0.3,HIGH,0.21578311920166016
993,983,"100,45,15,79,84,57,30,96",80,100,30,0.5,0.3,MEDIUM,0.2737088203430176
996,989,"100,43,45,79,15,82,84,92",80,100,30,0.5,0.3,LOW,0.2717154026031494
1002,995,"2,69,15,79,84",80,90,27,0.5,0.3,HIGH,0.20888447761535645
1002,993,"1,9,10,15,85",80,90,27,0.5,0.3,MEDIUM,0.27517032623291016
1005,994,"1,9,45,15,83,59",80,90,27,0.5,0.3,LOW,0.26914095878601074
1002,991,"71,73,15,52,22,85,30",80,80,24,0.5,0.3,MEDIUM,0.23412036895751953
1011,997,"1,6,43,45,15,59,32",80,80,24,0.5,0.3,HIGH,0.300309419631958
1002,992,"12,45,22,57,30",80,70,21,0.5,0.3,HIGH,0.27623844146728516
993,982,"73,74,15,79,85,55,30,32",80,80,24,0.5,0.3,LOW,0.3051636219024658
1008,996,"1,45,79,15,86,22,32",80,70,21,0.5,0.3,MEDIUM,0.31023144721984863
999,997,"98,100,6,43,22",80,70,21,0.5,0.3,LOW,0.2697625160217285
1005,996,"100,40,74,15,85,55",80,60,18,0.5,0.3,HIGH,0.2816917896270752
1002,993,"1,74,43,79,22,92,30,96",80,60,18,0.5,0.3,MEDIUM,0.2537651062011719
1005,997,"6,71,74,15,92,30",80,60,18,0.5,0.3,LOW,0.29960012435913086
1002,995,"68,74,45,46,79,22,57,32",80,50,15,0.5,0.3,HIGH,0.34940266609191895
1005,996,"1,73,15,87,32",80,50,15,0.5,0.3,LOW,0.31142139434814453
999,990,"65,74,79,15,17",80,50,15,0.5,0.3,MEDIUM,0.34341907501220703
1002,995,"15,79,55,57,92,93,32",80,40,12,0.5,0.3,HIGH,0.2964138984680176
1002,993,"100,7,74,43,52,85",80,40,12,0.5,0.3,LOW,0.305391788482666
1002,994,"74,43,15,48,57,32",80,40,12,0.5,0.3,MEDIUM,0.32533907890319824
1002,997,"6,45,46,79,15,22",80,30,9,0.5,0.3,HIGH,0.34108805656433105
1005,997,"1,100,69,79,82,84,85",80,20,6,0.5,0.3,HIGH,0.3121647834777832
1005,994,"1,15,84,22,57",80,30,9,0.5,0.3,LOW,0.3390965461730957
1005,995,"15,17,82,84,52,57",80,30,9,0.5,0.3,MEDIUM,0.3759944438934326
1005,996,"98,15,52,85,30,96,32",80,20,6,0.5,0.3,MEDIUM,0.34906625747680664
1005,993,"1,43,15,79,17,82,52,85,57",70,150,45,0.5,0.3,HIGH,0.10871005058288574
1002,992,"43,79,83,52,85,63,32",80,20,6,0.5,0.3,LOW,0.34707164764404297
1005,995,"1,43,79,17,52,22,57,32",80,10,3,0.5,0.3,HIGH,0.3420851230621338
1008,996,"69,30,45",70,150,45,0.5,0.3,LOW,0.10372281074523926
999,993,"43,46,85,22",70,150,45,0.5,0.3,MEDIUM,0.1266617774963379
1008,996,"71,45,15,85,55,57,92",70,140,42,0.5,0.3,MEDIUM,0.13164758682250977
1008,997,"6,71,74,45,15,79,82,52,85",80,10,3,0.5,0.3,MEDIUM,0.36003804206848145
1002,993,"74,43,79,15,52,85,55,57,92,96",70,140,42,0.5,0.3,HIGH,0.1406230926513672
999,994,"74,79,30,64",70,130,39,0.5,0.3,HIGH,0.11070370674133301
1008,996,"1,71,15,83,52,22,57,30",70,140,42,0.5,0.3,LOW,0.14162302017211914
1008,997,"100,71,74,45,79,82,85,59,32",70,130,39,0.5,0.3,MEDIUM,0.1575782299041748
1002,994,"1,100,69,45,79,82,96",80,10,3,0.5,0.3,LOW,0.3470733165740967
1002,992,"74,77,79,15,86,22",70,130,39,0.5,0.3,LOW,0.13463997840881348
1002,997,"6,10,15,85,62",70,120,36,0.5,0.3,MEDIUM,0.1376323699951172
1008,997,"1,71,79,84,85,52,55,22,57",70,120,36,0.5,0.3,LOW,0.15059733390808105
996,990,"74,45,15,85,57,60",70,120,36,0.5,0.3,HIGH,0.16356134414672852
1005,994,"1,6,74,79,15,83,52",70,110,33,0.5,0.3,HIGH,0.1545863151550293
987,977,"1,71,79,17,22,57,59",70,110,33,0.5,0.3,MEDIUM,0.18051719665527344
1002,991,"74,83,52,85,57,92,30,32",70,110,33,0.5,0.3,LOW,0.17652654647827148
1005,994,"1,15,52,85,86,55,57",70,100,30,0.5,0.3,HIGH,0.14262008666992188
1002,993,"75,15,82,30",70,100,30,0.5,0.3,MEDIUM,0.17054510116577148
1002,992,"68,79,15,83,43,45,52,59",70,90,27,0.5,0.3,MEDIUM,0.15558218955993652
1002,996,"89,52",70,100,30,0.5,0.3,LOW,0.18550395965576172
1002,996,"98,100,52,85,63",70,90,27,0.5,0.3,HIGH,0.18849587440490723
1005,996,"1,69,6,15,85,92,30",70,90,27,0.5,0.3,LOW,0.19747281074523926
996,989,"43,45,79,84,59,62",70,80,24,0.5,0.3,MEDIUM,0.17752456665039062
1005,996,"43,17,83,85,15,57,32,96",70,80,24,0.5,0.3,HIGH,0.20744585990905762
1002,996,"7,43,15,57,93",70,80,24,0.5,0.3,LOW,0.2014608383178711
999,990,"71,74,45,17,82,85,22,57,32",70,70,21,0.5,0.3,HIGH,0.19248533248901367
999,997,"57,91,100,64",70,70,21,0.5,0.3,MEDIUM,0.1904904842376709
999,994,"42,15,84,57,96",70,70,21,0.5,0.3,LOW,0.21841645240783691
987,975,"71,74,15,82,52,22",70,60,18,0.5,0.3,LOW,0.2014617919921875
999,994,"74,14,85,62",70,60,18,0.5,0.3,MEDIUM,0.23636722564697266
1002,991,"15,83,22,30,32,43,55",70,60,18,0.5,0.3,HIGH,0.24135398864746094
1005,993,"15,85,22,96,32,45,55,57,59",70,50,15,0.5,0.3,MEDIUM,0.17553043365478516
1002,996,"1,68,74,43,82,22,96,32",70,50,15,0.5,0.3,LOW,0.21442675590515137
1002,992,"45,15,82,83,93",70,50,15,0.5,0.3,HIGH,0.25332188606262207
1002,997,"1,6,46,22,32",70,40,12,0.5,0.3,HIGH,0.2672855854034424
999,991,"100,15,82,52,85,92,96,32",70,30,9,0.5,0.3,HIGH,0.22041010856628418
1005,996,"1,74,45,79,80,85,22,32",70,40,12,0.5,0.3,MEDIUM,0.25033044815063477
1005,997,"71,43,17,52,85,32",70,30,9,0.5,0.3,MEDIUM,0.2403571605682373
1002,995,"71,74,79,15,82,55,96",70,40,12,0.5,0.3,LOW,0.259305477142334
1005,996,"69,74,83,55,32,96",70,30,9,0.5,0.3,LOW,0.21442651748657227
1002,996,"85,71,89,79",60,150,45,0.5,0.3,HIGH,0.07280611991882324
1002,996,"6,71,45,79,22,92,32",70,20,6,0.5,0.3,HIGH,0.2842400074005127
1002,993,"72,15,79,85,22,23",70,20,6,0.5,0.3,MEDIUM,0.2433478832244873
999,996,"34,7",60,150,45,0.5,0.3,LOW,0.05286049842834473
1005,997,"69,45,15,79,82,85,57",60,150,45,0.5,0.3,MEDIUM,0.07081222534179688
996,986,"71,74,79,15,83,82,30,96,32",60,140,42,0.5,0.3,MEDIUM,0.06881427764892578
1005,996,"15,52,85,84,95,32",70,10,3,0.5,0.3,HIGH,0.2433483600616455
1002,993,"1,43,45,15,80,57,30",60,140,42,0.5,0.3,HIGH,0.09474658966064453
1005,996,"1,2,43,15,82,85,96",70,20,6,0.5,0.3,LOW,0.27526402473449707
996,988,"71,72,74,79,46,15,82",60,140,42,0.5,0.3,LOW,0.0827794075012207
1002,994,"71,45,15,85,57,25,32",70,10,3,0.5,0.3,LOW,0.2672843933105469
1008,992,"1,100,74,45,15,82,83,59",70,10,3,0.5,0.3,MEDIUM,0.29920005798339844
1002,992,"1,15,22,56,92",60,130,39,0.5,0.3,MEDIUM,0.07679438591003418
999,990,"22,84,45,91",60,130,39,0.5,0.3,LOW,0.07579898834228516
1005,995,"1,45,15,79,22,88,57,30",60,130,39,0.5,0.3,HIGH,0.08377599716186523
1005,996,"1,100,68,43,45,79,85,22,52",60,120,36,0.5,0.3,HIGH,0.10372352600097656
996,984,"74,15,82,85,22,57,32",60,120,36,0.5,0.3,LOW,0.08577108383178711
1002,989,"45,52,22,96",60,120,36,0.5,0.3,MEDIUM,0.10272598266601562
996,989,"43,77,45,15,79,53",60,110,33,0.5,0.3,LOW,0.08377432823181152
1002,994,"1,100,68,73,15,57",60,110,33,0.5,0.3,HIGH,0.11269927024841309
1005,997,"71,74,79,82,83,85,92,63",60,100,30,0.5,0.3,HIGH,0.09674263000488281
996,989,"43,52,85,22,91,30,32",60,110,33,0.5,0.3,MEDIUM,0.11269855499267578
1002,992,"71,43,45,15,83,55,89",60,100,30,0.5,0.3,LOW,0.10471940040588379
1005,996,"1,6,15,17,52,57,32",60,100,30,0.5,0.3,MEDIUM,0.11668920516967773
1005,996,"1,7,79,85,32,96",60,90,27,0.5,0.3,HIGH,0.1326451301574707
1005,994,"45,15,82,85,86,92",60,90,27,0.5,0.3,MEDIUM,0.1047205924987793
999,995,"6,15,85,23,91",60,90,27,0.5,0.3,LOW,0.13464021682739258
993,985,"74,12,45,79,15,85,53,32",60,80,24,0.5,0.3,HIGH,0.1296546459197998
969,962,"1,69,75,22",60,80,24,0.5,0.3,MEDIUM,0.1326465606689453
1005,993,"45,79,15,84,85,87",60,80,24,0.5,0.3,LOW,0.11768651008605957
1005,997,"3,77,45,79,85,30",60,70,21,0.5,0.3,MEDIUM,0.12167572975158691
996,990,"74,46,15,79,82,93,32",60,70,21,0.5,0.3,HIGH,0.15558409690856934
1005,996,"1,34,45,15,57,32",60,70,21,0.5,0.3,LOW,0.14361572265625
996,986,"68,74,45,79,15,83,85",60,60,18,0.5,0.3,MEDIUM,0.15259122848510742
1005,995,"71,74,15,79,85,83,86,32",60,50,15,0.5,0.3,HIGH,0.12466549873352051
1008,993,"69,71,45,15,79,85,63",60,60,18,0.5,0.3,HIGH,0.16655492782592773
1002,994,"71,74,83,22,57,96",60,60,18,0.5,0.3,LOW,0.1655571460723877
999,996,"22,100,54",60,50,15,0.5,0.3,MEDIUM,0.129652738571167
1008,996,"1,68,71,74,43,45,15,52,85",60,50,15,0.5,0.3,LOW,0.15957307815551758
1005,996,"71,12,15,79,52,22,55",60,40,12,0.5,0.3,HIGH,0.1874985694885254
1002,993,"1,43,79,83,84,57",60,30,9,0.5,0.3,HIGH,0.15558433532714844
999,992,"1,45,57,28,63",60,40,12,0.5,0.3,MEDIUM,0.17553067207336426
999,992,"6,71,40,15,85,22",60,40,12,0.5,0.3,LOW,0.18051743507385254
999,996,"71,46,82,92,63",60,30,9,0.5,0.3,LOW,0.16356205940246582
1002,994,"82,83,84,79",60,30,9,0.5,0.3,MEDIUM,0.19946622848510742
999,995,"71,72,43,79,82,96",60,20,6,0.5,0.3,HIGH,0.18450546264648438
999,991,"71,74,45,79,82,85,57,32",60,20,6,0.5,0.3,MEDIUM,0.1376333236694336
1005,991,"52,55,57,32",60,10,3,0.5,0.3,HIGH,0.15059900283813477
1002,995,"71,74,15,92,93",60,10,3,0.5,0.3,LOW,0.11469531059265137
1005,997,"1,71,74,12,82,85,96",60,20,6,0.5,0.3,LOW,0.18450713157653809
1002,995,"51,52,32",60,10,3,0.5,0.3,MEDIUM,0.17453360557556152
